File Name,30 AUG 24 PLATE 3.pcrd,,,,,
Created By User,NICOLE,,,,,
Notes,,,,,,
ID,30 AUG 24 PLATE 3 real,,,,,
Run Started,08/30/2024 20:37:52 UTC,,,,,
Run Ended,08/30/2024 22:11:22 UTC,,,,,
Sample Vol,20,,,,,
Lid Temp,105,,,,,
Protocol File Name,Unknown.prcl,,,,,
Plate Setup File Name,DefaultPlate.pltd,,,,,
Base Serial Number,795BR03699,,,,,
Optical Head Serial Number,795BR03699,,,,,
CFX Maestro Version,5.3.022.1030. ,,,,,
,,,,,,
Well group,All Wells,,,,,
Amplification step,3,,,,,
Melt step,,,,,,
,,,,,,
,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,38.67,
A02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
A03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
A04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
A05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
A06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
A07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
A08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
A09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,,
A10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
A11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
A12,SYBR,Library,NTC,Neg,,
B01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,38.51,
B02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
B03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
B04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
B05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
B06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
B07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
B08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
B09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,,
B10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
B11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
B12,SYBR,Library,NTC,Neg,,
C01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,37.33,
C02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
C03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
C04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
C05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
C06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
C07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
C08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
C09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,,
C10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
C11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
C12,SYBR,Library,NTC,Neg,,
D01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,39.22,
D02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
D03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
D04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
D05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
D06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
D07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
D08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
D09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,,
D10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
D11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
D12,SYBR,Library,NTC,Neg,,
E01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,,
E02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
E03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
E04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
E05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
E06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
E07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
E08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
E09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,,
E10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
E11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
E12,SYBR,Library,NTC,Neg,,
F01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1,39.86,
F02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2,,
F03,SYBR,Library,Unkn,3/22/24_TNT_FGC,,
F04,SYBR,Library,Unkn,3/22/24_TNT_PIB,,
F05,SYBR,Library,Unkn,3/22/24_OGS_MBR,,
F06,SYBR,Library,Unkn,3/22/24_OGS_LER #1,,
F07,SYBR,Library,Unkn,3/22/24_OGS_LER #2,,
F08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1,,
F09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2,37.73,
F10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1,,
F11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2,,
F12,SYBR,Library,NTC,Neg,,
G01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1 spike,10.33,
G02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2 spike,10.31,
G03,SYBR,Library,Unkn,3/22/24_TNT_FGC spike,10.30,
G04,SYBR,Library,Unkn,3/22/24_TNT_PIB spike,10.36,
G05,SYBR,Library,Unkn,3/22/24_OGS_MBR spike,10.22,
G06,SYBR,Library,Unkn,3/22/24_OGS_LER #1 spike,10.33,
G07,SYBR,Library,Unkn,3/22/24_OGS_LER #2 spike,10.14,
G08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1 spike,10.33,
G09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2 spike,10.39,
G10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1 spike,10.21,
G11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2 spike,10.34,
G12,SYBR,Library,Pos Ctrl,Pos,10.77,
H01,SYBR,Library,Unkn,3/22/24_SKR_SPC #1 spike,10.68,
H02,SYBR,Library,Unkn,3/22/24_SKR_SPC #2 spike,10.52,
H03,SYBR,Library,Unkn,3/22/24_TNT_FGC spike,10.64,
H04,SYBR,Library,Unkn,3/22/24_TNT_PIB spike,10.64,
H05,SYBR,Library,Unkn,3/22/24_OGS_MBR spike,10.46,
H06,SYBR,Library,Unkn,3/22/24_OGS_LER #1 spike,9.73,
H07,SYBR,Library,Unkn,3/22/24_OGS_LER #2 spike,10.39,
H08,SYBR,Library,Unkn,3/22/24_KCK_NRS #1 spike,10.73,
H09,SYBR,Library,Unkn,3/22/24_KCK_NRS #2 spike,10.55,
H10,SYBR,Library,Unkn,3/22/24_KCK_RVS #1 spike,10.57,
H11,SYBR,Library,Unkn,3/22/24_KCK_RVS #2 spike,10.46,
H12,SYBR,Library,Pos Ctrl,Pos,9.86,
